| id                                 | customer_id                              | office_id | date_of_transaction | category_id | amount | destination |
| c97d8d8e-fc68-46a5-891f-e22d79171726| 95096e4d-20d2-4d48-bd13-431d0048e85b    | 1         | 2024-05-10          | 2           | 400    | Singapore   |
| 759e28d8-32ef-42a2-8a80-3b44f0c95e68| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-01          | 1           | 500    | Singapore   |
| 81a73544-2a61-45df-98d7-cfe9931757d4| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-02          | 2           | 300    | Singapore   |
| 8d758142-19fb-4f7d-899f-c5d5042e8624| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-03          | 3           | 200    | Singapore   |
| 63f5f58f-0bc4-4ad9-8b85-035f82693c4e| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-04          | 4           | 400    | Singapore   |
| b0b392f7-6f5b-4795-800e-149f8b9e4629| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-05          | 1           | 600    | Singapore   |
| 89f20720-72b8-4a41-8279-0b0ef05af27a| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-06          | 2           | 350    | Singapore   |
| 24d81c0c-d429-4c82-a43e-421f4dfc1528| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-07          | 3           | 250    | Singapore   |
| 00b8a692-c197-47da-bc16-937546f2873c| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-08          | 4           | 450    | Singapore   |
| 5279644a-31b7-48b5-b132-1fead88a3835| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-09          | 1           | 700    | Singapore   |
| 187cd9c0-d4ec-4dd2-9e2b-f1641b45ff64| 158b6f32-80c7-4f78-9057-c07c1a0d9b18    | 1         | 2024-05-10          | 2           | 400    | Singapore   |
| 4da5f4ff-cdfa-4cf0-89c6-1fe8918d7bae| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-01          | 1           | 500    | Singapore   |
| 787a0649-8a62-41ff-aa57-b498101b22cf| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-02          | 2           | 300    | Singapore   |
| 299547ec-df45-4f62-833e-1d95dca931f4| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-03          | 3           | 200    | Singapore   |
| 0d749a38-9c06-496f-9157-5a5d785be255| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-04          | 4           | 400    | Singapore   |
| 36a8bc04-9c4b-4b28-8d9b-8d14b86b51d9| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-05          | 1           | 600    | Singapore   |
| 5c30c06e-79f4-470a-b8f3-334b7e07584b| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-06          | 2           | 350    | Singapore   |
| 067d92c2-81da-41fc-aae8-9cd3c2726244| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-07          | 3           | 250    | Singapore   |
| 512af28b-4a30-48de-a0f6-fc013e4161a2| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-08          | 4           | 450    | Singapore   |
| f57c9f50-cd75-4f26-b04e-5d8c48e0e738| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-09          | 1           | 700    | Singapore   |
| 0ae64f5a-2a70-43db-8183-dc5e12c9e1bc| 788be44c-934d-46a8-9eae-b0a2a89be4f7    | 1         | 2024-05-10          | 2           | 400    | Singapore   |














